country,year,production_bags_1000,production_tonnes
Sierra Leone,2024,58.0,3480.0
Sierra Leone,2025,60.0,3600.0
Singapore,2015,0.0,0.0
Singapore,2016,0.0,0.0
Singapore,2017,0.0,0.0
Singapore,2018,0.0,0.0
Singapore,2019,0.0,0.0
Singapore,2020,0.0,0.0
Singapore,2021,0.0,0.0
Singapore,2022,0.0,0.0
Singapore,2023,0.0,0.0
Singapore,2024,0.0,0.0
Singapore,2025,0.0,0.0
South Africa,2015,0.0,0.0
South Africa,2016,0.0,0.0
South Africa,2017,0.0,0.0
South Africa,2018,0.0,0.0
South Africa,2019,0.0,0.0
South Africa,2020,0.0,0.0
South Africa,2021,0.0,0.0
South Africa,2022,0.0,0.0
South Africa,2023,0.0,0.0
South Africa,2024,0.0,0.0
South Africa,2025,0.0,0.0
Sri Lanka,2015,0.0,0.0
Sri Lanka,2016,0.0,0.0
Sri Lanka,2017,0.0,0.0
Sri Lanka,2018,0.0,0.0
Sri Lanka,2019,0.0,0.0
Sri Lanka,2020,0.0,0.0
Sri Lanka,2021,0.0,0.0
Sri Lanka,2022,0.0,0.0
Sri Lanka,2023,0.0,0.0
Sri Lanka,2024,0.0,0.0
Sri Lanka,2025,0.0,0.0
Switzerland,2015,0.0,0.0
Switzerland,2016,0.0,0.0
Switzerland,2017,0.0,0.0
Switzerland,2018,0.0,0.0
Switzerland,2019,0.0,0.0
Switzerland,2020,0.0,0.0
Switzerland,2021,0.0,0.0
Switzerland,2022,0.0,0.0
Switzerland,2023,0.0,0.0
Switzerland,2024,0.0,0.0
Switzerland,2025,0.0,0.0
Taiwan,2015,0.0,0.0
Taiwan,2016,0.0,0.0
Taiwan,2017,0.0,0.0
Taiwan,2018,0.0,0.0
Taiwan,2019,0.0,0.0
Taiwan,2020,0.0,0.0
Taiwan,2021,0.0,0.0
Taiwan,2022,0.0,0.0
Taiwan,2023,0.0,0.0
Taiwan,2024,0.0,0.0
Taiwan,2025,0.0,0.0
Tanzania,2015,1100.0,66000.0
Tanzania,2016,1050.0,63000.0
Tanzania,2017,1150.0,69000.0
Tanzania,2018,1200.0,72000.0
Tanzania,2019,1200.0,72000.0
Tanzania,2020,1125.0,67500.0
Tanzania,2021,1200.0,72000.0
Tanzania,2022,1200.0,72000.0
Tanzania,2023,1350.0,81000.0
Tanzania,2024,1350.0,81000.0
Tanzania,2025,1450.0,87000.0
Thailand,2015,700.0,42000.0
Thailand,2016,800.0,48000.0
Thailand,2017,700.0,42000.0
Thailand,2018,650.0,39000.0
Thailand,2019,700.0,42000.0
Thailand,2020,600.0,36000.0
Thailand,2021,650.0,39000.0
Thailand,2022,700.0,42000.0
Thailand,2023,750.0,45000.0
Thailand,2024,900.0,54000.0
Thailand,2025,900.0,54000.0
Togo,2015,120.0,7200.0
Togo,2016,80.0,4800.0
Togo,2017,130.0,7800.0
Togo,2018,95.0,5700.0
Togo,2019,100.0,6000.0
Togo,2020,85.0,5100.0
Togo,2021,80.0,4800.0
Togo,2022,110.0,6600.0
Togo,2023,75.0,4500.0
Togo,2024,90.0,5400.0
Togo,2025,85.0,5100.0
Trinidad and Tobago,2015,0.0,0.0
Trinidad and Tobago,2016,0.0,0.0
Trinidad and Tobago,2017,0.0,0.0
Trinidad and Tobago,2018,0.0,0.0
Trinidad and Tobago,2019,0.0,0.0
Trinidad and Tobago,2020,0.0,0.0
Trinidad and Tobago,2021,0.0,0.0
Trinidad and Tobago,2022,0.0,0.0
Trinidad and Tobago,2023,0.0,0.0
Trinidad and Tobago,2024,0.0,0.0
Trinidad and Tobago,2025,0.0,0.0
Turkey,2015,0.0,0.0
Turkey,2016,0.0,0.0
Turkey,2017,0.0,0.0
Turkey,2018,0.0,0.0
Turkey,2019,0.0,0.0
Turkey,2020,0.0,0.0
Turkey,2021,0.0,0.0
Turkey,2022,0.0,0.0
Turkey,2023,0.0,0.0
Turkey,2024,0.0,0.0
Turkey,2025,0.0,0.0
Uganda,2015,3550.0,213000.0
Uganda,2016,4875.0,292500.0
Uganda,2017,4600.0,276000.0
Uganda,2018,4650.0,279000.0
Uganda,2019,5475.0,328500.0
Uganda,2020,6630.0,397800.0
Uganda,2021,6050.0,363000.0
Uganda,2022,6565.0,393900.0
Uganda,2023,6400.0,384000.0
Uganda,2024,6700.0,402000.0
Uganda,2025,6875.0,412500.0
Ukraine,2015,0.0,0.0
Ukraine,2016,0.0,0.0
Ukraine,2017,0.0,0.0
Ukraine,2018,0.0,0.0
Ukraine,2019,0.0,0.0
Ukraine,2020,0.0,0.0
Ukraine,2021,0.0,0.0
Ukraine,2022,0.0,0.0
Ukraine,2023,0.0,0.0
Ukraine,2024,0.0,0.0
Ukraine,2025,0.0,0.0
United Kingdom,2016,0.0,0.0
United Kingdom,2017,0.0,0.0
United Kingdom,2018,0.0,0.0
United Kingdom,2019,0.0,0.0
United Kingdom,2020,0.0,0.0
United Kingdom,2021,0.0,0.0
United Kingdom,2022,0.0,0.0
United Kingdom,2023,0.0,0.0
United Kingdom,2024,0.0,0.0
United Kingdom,2025,0.0,0.0
United States,2015,40.0,2400.0
United States,2016,33.0,1980.0
United States,2017,32.0,1920.0
United States,2018,54.0,3240.0
United States,2019,39.0,2340.0
United States,2020,33.0,1980.0
United States,2021,38.0,2280.0
United States,2022,40.0,2400.0
United States,2023,50.0,3000.0
United States,2024,50.0,3000.0
United States,2025,50.0,3000.0
Uruguay,2015,0.0,0.0
Uruguay,2016,0.0,0.0
Uruguay,2017,0.0,0.0
Uruguay,2018,0.0,0.0
Uruguay,2019,0.0,0.0
Uruguay,2020,0.0,0.0
Uruguay,2021,0.0,0.0
Uruguay,2022,0.0,0.0
Uruguay,2023,0.0,0.0
Uruguay,2024,0.0,0.0
Uruguay,2025,0.0,0.0
Venezuela,2015,500.0,30000.0
Venezuela,2016,530.0,31800.0
Venezuela,2017,575.0,34500.0
Venezuela,2018,585.0,35100.0
Venezuela,2019,550.0,33000.0
Venezuela,2020,480.0,28800.0
Venezuela,2021,500.0,30000.0
Venezuela,2022,500.0,30000.0
Venezuela,2023,500.0,30000.0
Venezuela,2024,500.0,30000.0
Venezuela,2025,500.0,30000.0
Vietnam,2015,28930.0,1735800.0
Vietnam,2016,26700.0,1602000.0
Vietnam,2017,29300.0,1758000.0
Vietnam,2018,30400.0,1824000.0
Vietnam,2019,31300.0,1878000.0
Vietnam,2020,29000.0,1740000.0
Vietnam,2021,31580.0,1894800.0
Vietnam,2022,28300.0,1698000.0
Vietnam,2023,27550.0,1653000.0
Vietnam,2024,29000.0,1740000.0
Vietnam,2025,30800.0,1848000.0
Yemen,2015,0.0,0.0
Yemen,2016,0.0,0.0
Yemen,2017,0.0,0.0
Yemen,2018,0.0,0.0
Yemen,2019,0.0,0.0
Yemen,2020,0.0,0.0
Yemen,2021,0.0,0.0
Yemen,2022,0.0,0.0
Yemen,2023,0.0,0.0
Yemen,2024,0.0,0.0
Yemen,2025,0.0,0.0
Zambia,2015,0.0,0.0
Zambia,2016,0.0,0.0
Zambia,2017,0.0,0.0
Zambia,2018,0.0,0.0
Zambia,2019,0.0,0.0
Zambia,2020,0.0,0.0
Zambia,2021,0.0,0.0
Zambia,2022,0.0,0.0
Zambia,2023,0.0,0.0
Zambia,2024,0.0,0.0
Zambia,2025,0.0,0.0
Zimbabwe,2015,0.0,0.0
Zimbabwe,2016,0.0,0.0
Zimbabwe,2017,0.0,0.0
Zimbabwe,2018,0.0,0.0
Zimbabwe,2019,0.0,0.0
Zimbabwe,2020,0.0,0.0
Zimbabwe,2021,0.0,0.0
Zimbabwe,2022,0.0,0.0
Zimbabwe,2023,0.0,0.0
Zimbabwe,2024,0.0,0.0
Zimbabwe,2025,0.0,0.0
